# x_m,y_m,w_tr_right_m,w_tr_left_m
-141.567154,-386.279722,5.481,5.717
-137.960116,-382.817935,5.449,5.781
-134.188799,-379.541026,5.397,5.792
-130.262562,-376.456016,5.344,5.803
-126.190762,-373.569923,5.292,5.814
-121.982757,-370.889770,5.315,5.794
-117.647903,-368.422574,5.339,5.775
-113.195559,-366.175358,5.363,5.755
-108.635082,-364.155140,5.303,5.763
-103.975829,-362.368942,5.243,5.771
-99.227158,-360.823782,5.344,5.708
-94.398426,-359.526682,5.507,5.617
-89.498991,-358.484662,5.582,5.581
-84.538287,-357.704818,5.485,5.653
-79.532978,-357.201544,5.387,5.724
-74.512796,-357.002414,5.290,5.796
-69.508846,-357.136389,5.255,5.828
-64.549813,-357.625946,5.219,5.861
-59.637773,-358.422239,5.184,5.893
-54.758322,-359.432262,5.290,5.779
-49.896817,-360.562362,5.405,5.655
-45.041587,-361.737734,5.521,5.530
-40.190150,-362.941756,5.554,5.495
-35.341790,-364.169003,5.554,5.493
-30.495792,-365.414046,5.554,5.491
-25.651440,-366.671458,5.555,5.489
-20.808020,-367.935812,5.555,5.488
-15.964815,-369.201681,5.556,5.486
-11.121201,-370.464331,5.556,5.484
-6.277061,-371.722852,5.556,5.482
-1.432447,-372.977639,5.557,5.480
3.412586,-374.229090,5.557,5.479
8.257983,-375.477603,5.557,5.477
13.103692,-376.723573,5.558,5.475
17.949657,-377.967399,5.558,5.473
22.795825,-379.209477,5.559,5.472
27.642142,-380.450205,5.559,5.470
32.488554,-381.689980,5.559,5.468
37.335006,-382.929199,5.560,5.466
42.181445,-384.168259,5.560,5.465
47.027816,-385.407558,5.561,5.463
51.874065,-386.647492,5.561,5.461
56.720148,-387.888400,5.561,5.459
61.566063,-389.130308,5.562,5.458
66.411824,-390.373140,5.562,5.456
71.257447,-391.616819,5.562,5.454
76.102945,-392.861271,5.563,5.452
80.948333,-394.106418,5.563,5.451
85.793624,-395.352185,5.564,5.449
90.638835,-396.598496,5.564,5.447
95.483977,-397.845275,5.564,5.445
100.329067,-399.092446,5.565,5.444
105.174118,-400.339932,5.565,5.442
110.019145,-401.587659,5.566,5.440
114.864161,-402.835550,5.566,5.438
119.709182,-404.083528,5.566,5.437
124.554222,-405.331518,5.567,5.435
129.399294,-406.579445,5.567,5.433
134.244413,-407.827231,5.567,5.431
139.089594,-409.074801,5.568,5.429
143.934851,-410.322079,5.568,5.428
148.780198,-411.568989,5.569,5.426
153.625650,-412.815454,5.569,5.424
158.471220,-414.061400,5.569,5.422
163.316923,-415.306750,5.570,5.421
168.162774,-416.551427,5.570,5.419
173.008787,-417.795357,5.571,5.417
177.854975,-419.038462,5.571,5.415
182.701354,-420.280668,5.571,5.414
187.547938,-421.521897,5.572,5.412
192.394745,-422.762059,5.572,5.410
197.241869,-424.000780,5.572,5.408
202.089473,-425.237428,5.573,5.407
206.937722,-426.471362,5.573,5.405
211.786782,-427.701941,5.574,5.403
216.636819,-428.928523,5.574,5.401
221.487997,-430.150469,5.574,5.400
226.340481,-431.367138,5.562,5.404
231.194439,-432.577887,5.546,5.410
236.050034,-433.782077,5.529,5.416
240.907432,-434.979066,5.513,5.422
245.766798,-436.168214,5.497,5.428
250.628298,-437.348880,5.480,5.434
255.492098,-438.520422,5.464,5.441
260.358361,-439.682206,5.447,5.447
265.226704,-440.835739,5.431,5.453
270.095354,-441.987992,5.414,5.459
274.962318,-443.146791,5.398,5.465
279.825603,-444.319961,5.381,5.472
284.683217,-445.515329,5.365,5.478
289.533168,-446.740720,5.348,5.484
294.373463,-448.003961,5.418,5.478
299.202732,-449.310393,5.494,5.473
304.022410,-450.654179,5.489,5.484
308.834719,-452.026343,5.484,5.494
313.641880,-453.417906,5.479,5.504
318.446116,-454.819892,5.475,5.514
323.249649,-456.223324,5.470,5.524
328.054698,-457.619232,5.465,5.535
332.862759,-459.001659,5.460,5.545
337.673557,-460.372003,5.455,5.555
342.486554,-461.732762,5.451,5.565
347.301208,-463.086434,5.446,5.575
352.116982,-464.435518,5.441,5.586
356.933336,-465.782512,5.436,5.596
361.749730,-467.129914,5.431,5.606
366.565626,-468.480223,5.426,5.616
371.380483,-469.835937,5.422,5.626
376.193762,-471.199555,5.417,5.637
381.004924,-472.573575,5.412,5.647
385.813430,-473.960495,5.407,5.657
390.618740,-475.362814,5.402,5.667
395.420315,-476.783030,5.398,5.677
400.218093,-478.221378,5.393,5.688
405.015753,-479.660411,5.388,5.698
409.818729,-481.074370,5.383,5.708
414.632466,-482.437448,5.378,5.718
419.462409,-483.723839,5.548,5.533
424.314002,-484.907736,5.774,5.286
429.192691,-485.963332,5.949,5.089
434.103197,-486.860274,5.959,5.054
439.039085,-487.497934,5.969,5.019
443.985139,-487.720406,5.979,4.984
448.925904,-487.370293,5.840,5.145
453.846128,-486.394621,5.623,5.408
458.730231,-485.147480,5.406,5.672
463.520502,-483.733091,5.681,5.444
468.110588,-481.837279,6.047,5.124
472.433859,-479.389457,6.169,5.005
476.442856,-476.440130,5.964,5.154
480.090203,-473.040341,5.760,5.303
483.328527,-469.241132,5.577,5.423
486.110452,-465.093545,5.394,5.543
488.388604,-460.648623,5.518,5.337
490.117325,-455.958424,5.695,5.084
491.274460,-451.088899,5.684,5.171
491.854869,-446.116060,5.677,5.216
491.853798,-441.116145,5.674,5.196
491.266487,-436.165391,5.688,5.184
490.088181,-431.340035,5.720,5.179
488.314123,-426.716314,5.740,5.194
